OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1927951,04092017524,RUDINO'S PIZZA & GRINDERS HERITAGE,1000 FORESTVILLE RD.,SUITE 124,WAKE FOREST,NC,27587,(919) 569-6004,2017-02-16T05:00:00Z,Restaurant,20344,-78.5075981,35.94611021,M
1927952,04092017546,ABBEY ROAD TAVERN & GRILL APEX,1700 CENTER ST ,,APEX,NC,27502,(919) 372-5383,2017-03-08T05:00:00Z,Restaurant,20348,-78.82753664,35.72521642,M
1927953,04092110539,Neuse River Middle School Cafeteria,2700 Old Milburnie RD ,,RALEIGH,NC,27604,(919) 266-8500 ext. 21141,2020-05-20T04:00:00Z,Public School Lunchrooms,20350,-78.5014441,35.82607886,M
1927954,04092018376,PARADISE INDIA CUISINE,10255 CHAPEL HILL RD ,STE 400,MORRISVILLE,NC,27560,(919) 481-6881,2020-06-03T04:00:00Z,Restaurant,20352,-78.82788003,35.83012574,M
1927955,04092014711,The Big Easy ,222 Fayetteville ST ,,RALEIGH,NC,27601,(919) 832-6082,2006-11-13T05:00:00Z,Restaurant,20354,-78.63976344,35.77758371,M
1927956,04092014636,Subway #12598,5621 Louisburg RD ,,RALEIGH,NC,27616-5353,(919) 790-8550,2006-06-30T04:00:00Z,Restaurant,20360,-78.55796888,35.85459972,M
1927957,04092021999,PREMIER CAKES COMMISSARY AND CATERING,203 CAPCOM AVE ,SUITE 115,RALEIGH,NC,27587,(919) 274-8511,2017-01-13T05:00:00Z,Food Stand,20357,-78.52687137,35.94872925,M
1927958,04092017583,RICCI'S TRATTORIA,10110 GREENLEVEL CHURCH RD ,SUITE 108,CARY,NC,27519,(919) 380-8410,2017-04-12T04:00:00Z,Restaurant,20366,-78.90107787,35.82060358,M
1927959,04092017579,CHIPOTLE #3024,1385 N MAIN ST ,SUITE 120,FUQUAY-VARINA,NC,27526,(919) 567-0206,2017-04-18T04:00:00Z,Restaurant,20369,-78.77436557,35.59279213,M
1927960,04092110506,ABBOTTS CREEK ELEMENTARY CAFETERIA,9900 DURANT RD ,,RALEIGH,NC,27614,(919) 694-0555,2015-08-21T04:00:00Z,Public School Lunchrooms,20374,-78.57818214,35.90199471,M
1927961,04092016513,SUBWAY #59146,8320 LITCHFORD RD ,,RALEIGH,NC,27615,(919) 977-0441,2013-09-30T04:00:00Z,Restaurant,20381,-78.59988229,35.89223772,M
1927962,04092018552,It's a Wrap,10970 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(984) 295-9800,2021-03-08T05:00:00Z,Restaurant,20382,-78.84057157,35.85637651,M
1927963,04092018142,Falafel Co,1000 BROOKSIDE DR,,RALEIGH,NC,27604,(919) 977-9004,2019-07-26T04:00:00Z,Restaurant,20383,-78.62465098,35.79244363,M
1927964,04092300293,Bombay Central Halal Meat,10966 Chapel Hill RD ,,MORRISVILLE,NC,27560,(373) 439-9030,2021-04-12T04:00:00Z,Meat Market,20387,-78.84122324,35.85590622,M
1927965,04092015731,IHOP #3331,7471 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 847-4467,2010-10-06T04:00:00Z,Restaurant,20392,-78.64672008,35.88190821,M
1927966,04092018227,Strike & Barrel,413 Brooks ST ,,WAKE FOREST,NC,27587,(919) 488-4651,2019-11-13T05:00:00Z,Restaurant,20396,-78.50875816,35.97418866,M
1927967,04092017853,ONCE IN A BLUE MOON BAKERY AND CAFE,115 W CHATHAM ST,,CARY,NC,27511-3318,(919) 319-6554,2018-05-30T04:00:00Z,Restaurant,20398,-78.78180095,35.78682557,M
1927968,04092017117,MY WAY TAVERN,522 ST. MARY'S ST ,,RALEIGH,NC,27605,(919) 900-8273,2015-12-04T05:00:00Z,Restaurant,20407,-78.65060422,35.78716434,M
1927969,04092018339,Good Day Good Night,603 W MORGAN ST,,RALEIGH,NC,27603-1829,,2020-03-02T05:00:00Z,Restaurant,20416,-78.64794775,35.77972893,M
1927970,04092018186,Carolina Fish Fry,1566 BENSON RD,,GARNER,NC,27529,(919) 322-2223,2019-09-26T04:00:00Z,Restaurant,20417,-78.60448652,35.68442705,M
1927971,04092015563,HOLIDAY INN EXPRESS HOTEL & SUITES BREAKFAST,3741 THISTLE DOWN  DR ,,RALEIGH,NC,27606,(919) 854-0001,2010-01-19T05:00:00Z,Restaurant,20425,-78.69949496,35.75440071,M
1927972,04092017159,ARBY'S #6151,6308  CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 954-6185,2016-02-23T05:00:00Z,Restaurant,20430,-78.57917753,35.87164303,M
1927973,04092016243,SNACK SHOP,4101 NC-HWY 55 ,,CARY,NC,27519,(919) 380-8403,2012-09-12T04:00:00Z,Restaurant,20426,0.0,0.0,U
1927974,04092025270,FujiSan,11460 ROYAL COTTON RD ,,WAKE FOREST,NC,27587,(919) 263-6134,2019-07-12T04:00:00Z,Food Stand,20433,-78.53862938,35.95675315,M
1927975,04092018592,Wendy's,6611 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 728-1065,2021-03-24T04:00:00Z,Restaurant,20441,-78.7086878,35.85971365,M
1927976,04092030354,Taco Boy Chipotle (WCID #592),321 S Salem ST ,,APEX,NC,27502,(626) 393-2860,2018-01-31T05:00:00Z,Mobile Food Units,20442,-78.85352033,35.72724081,M
1927977,04092018048,Sheetz #664,6030 Village Park DR ,,KNIGHTDALE,NC,27545,(919) 295-4217,2019-02-04T05:00:00Z,Restaurant,20454,-78.50003382,35.79758228,M
1927978,04092017821,"Hwy. 55 Burgers, Shakes & Fries #185",8450 Louisburg RD ,Suite 110,RALEIGH,NC,27616,(919) 373-8807,2018-04-06T04:00:00Z,Restaurant,20459,-78.50930992,35.89359383,M
1927979,04092110475,POE ELEMENTARY CAFETERIA,400 PEYTON ST ,,RALEIGH,NC,27610,(919) 250-4777 ext. 24346,2008-11-21T05:00:00Z,Public School Lunchrooms,20462,-78.605038,35.77326136,M
1927980,04092021495,Harris Teeter #298 Produce,10140 GREEN LEVEL CHURCH RD ,,CARY,NC,27519,(919) 460-3126,2007-12-13T05:00:00Z,Food Stand,20467,-78.90107787,35.82060358,M
1927981,04092016559,KING CHINESE BUFFET,1029 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 567-8989,2013-11-05T05:00:00Z,Restaurant,20471,-78.78267467,35.59365948,M
1927982,04092018178,SmokeStacks Cafe,701 E LANE ST ,,RALEIGH,NC,27601,(919) 736-6408,2019-09-18T04:00:00Z,Restaurant,20482,-78.62913849,35.78369416,M
1927983,04092025240,Bad Cat Coffee Company  @ MSFH,411 W Morgan ST ,Ste. K1,RALEIGH,NC,27603,,2019-02-12T05:00:00Z,Food Stand,20491,-78.6456917,35.77945516,M
1927984,04092030306,DADDY BOB'S (WCID #559),10125 DIVISION DR ,,RALEIGH,NC,27603,(336) 337-9546,2016-05-15T04:00:00Z,Mobile Food Units,20497,-78.7114342,35.63398295,M
1927985,04092017830,DUNKIN DONUTS 344467,800 PERRY RD ,,APEX,NC,27502,(919) 303-5800,2018-04-25T04:00:00Z,Restaurant,20508,-78.84460695,35.7208474,M
1927986,04092110158,Barwell Road Elem. Sch. Cafeteria,3925 Barwell RD ,,RALEIGH,NC,27610,(919) 661-5405 ext. 20754,2006-07-06T04:00:00Z,Public School Lunchrooms,20514,-78.55086101,35.73215106,M
1927987,04092018569,Wendy's,4105 Wake Forest RD ,,RALEIGH,NC,27609,(919) 872-9270,2021-03-23T04:00:00Z,Restaurant,20515,-78.61367241,35.83751586,M
1927988,04092017275,SHEETZ #600,1019 MORRISVILLE PKY ,,MORRISVILLE,NC,27560,(919) 388-0394,2016-07-07T04:00:00Z,Restaurant,20517,-78.82183146,35.80911724,M
1927989,04092016391,MOE'S SOUTHWEST GRILL #838,770  W WILLIAMS ST ,,APEX,NC,27502,(919) 303-0061,2013-03-20T04:00:00Z,Restaurant,20521,-78.86276064,35.73803218,M
1927990,04092018555,Lorraine's Coffee House,101 TIMBER POINTE LN,,GARNER,NC,27529,(919) 714-7990,2021-03-10T05:00:00Z,Restaurant,20525,-78.63579484,35.69379154,M
1927991,04092018410,MOD Pizza - Millbrook Rd,2071  W Millbrook Rd,,RALEIGH,NC,27612,(919) 987-3668,2020-07-27T04:00:00Z,Restaurant,20527,-78.67971393,35.85737248,M
1927992,04092018348,Subway #2017,"6320  Capital Blvd, Ste 133",,RALEIGH,NC,27616,(919) 878-1777,2020-04-14T04:00:00Z,Restaurant,20531,-78.57847002,35.87073633,M
1927993,04092040285,BACKYARD BISTRO PUSHCART (WCID #444),201 SOCCER PARK  DR ,WAKEFIELD SOCCER PARK,CARY,NC,27513,(919) 621-2168,2013-02-04T05:00:00Z,Pushcarts,20535,-78.75430206,35.78579776,M
1927994,04092017012,CAROLINA SUSHI & ROLL,5951-107 POYNER VILLAGE PKY ,,RALEIGH,NC,27616,(919) 981-5835,2015-08-28T04:00:00Z,Restaurant,20538,-78.57030208,35.86511564,M
1927995,04092025326,Mad Mac's @TKA,2201 S Wilmington  ST ,,RALEIGH,NC,27603,(704) 516-4334,2020-10-20T04:00:00Z,Food Stand,20547,-78.63902655,35.752054,M
1927996,04092016504,Comfort Inn,1001 WAKE TOWNE DR ,,RALEIGH,NC,27609,(919) 828-1813,2013-09-05T04:00:00Z,Restaurant,20567,-78.62437774,35.82443426,M
1927997,04092110477,CHARLES BUGG CAFETERIA,825 COOPER ST ,,RALEIGH,NC,27610,,2009-02-26T05:00:00Z,Public School Lunchrooms,20539,-78.5865725,35.76647416,M
1927998,04092021865,FOOD LION #434 PRODUCE,1338 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 552-1388,2015-08-04T04:00:00Z,Food Stand,20575,-78.77764359,35.59047244,M
1927999,04092017161,VIC'S ITALIAN RESTAURANT & PIZZERIA,4035-109 LAKE BOONE TRL ,,RALEIGH,NC,27607,(984) 200-9292,2016-02-26T05:00:00Z,Restaurant,20568,-78.69765947,35.81547554,M
1928000,04092022007,PUBLIX #1544 MEATS,1441 KELLY RD ,,APEX,NC,27502,(919) 303-6200,2017-02-06T05:00:00Z,Food Stand,20580,-78.89379203,35.73782787,M
1928001,04092018364,China House,7063 Knightdale Blvd,,KNIGHTDALE,NC,27545,(919) 217-4484,2020-05-14T04:00:00Z,Restaurant,20589,-78.49327225,35.79797229,M
1928002,04092017884,9.19 Island Cuisine,13654 Capital BLVD Suite 108,,WAKE FOREST,NC,27587,(919) 556-3647,2018-07-03T04:00:00Z,Restaurant,20590,-78.51867461,36.00548951,M
1928003,04092017981,Domino's #4464,4112-120 PLEASANT VALLEY RD ,,RALEIGH,NC,27612,(919) 783-5500,2018-11-19T05:00:00Z,Restaurant,20585,-78.70411749,35.8601067,M
1928004,04092018162,3 Olives Pizza & Deli,1493 GARNER STATION BLVD,,RALEIGH,NC,27603,(919) 777-3530,2019-08-27T04:00:00Z,Restaurant,20600,-78.65539938,35.7237412,M
1928005,04092016763,FIRST WATCH,6109 GLENWOOD AVE.,,RALEIGH,NC,27612,(919) 789-3347,2014-09-25T04:00:00Z,Restaurant,20605,-78.70249018,35.85532535,M
1928006,04092025274,Harris Teeter #496 Deli,940 US 64 HWY W,,APEX,NC,27523-7184,,2019-07-15T04:00:00Z,Food Stand,20611,-78.82197042,35.74562504,M
1928007,04092018365,MI CANCUN 2,9605 CHAPEL HILL RD ,,MORRISVILLE ,NC,27560,(919) 481-9002,2020-05-14T04:00:00Z,Restaurant,20615,-78.81159503,35.80640931,M
1928008,04092016646,FILIPINO EXPRESS RESTAURANT,"3601 CAPITAL BLVD, STE 101",,RALEIGH,NC,27604,(919) 876-6911,2014-03-25T04:00:00Z,Restaurant,20631,-78.58592881,35.82958159,M
1928009,04092021931,Circle K   #0846,1800 LAURA DUNCAN RD ,,APEX,NC,27523-1564,(919) 387-7984,2016-02-29T05:00:00Z,Food Stand,20642,-78.83458707,35.74814473,M
1928010,04092016895,FIRST WATCH #517,6320-130 CAPITAL BLVD.,,RALEIGH,NC,27616,(919) 900-8355,2015-03-20T04:00:00Z,Restaurant,20617,-78.58011487,35.87107688,M
1928011,04092018633,Starbucks,1017 CARRINGTON MILL BLVD,,MORRISVILLE,NC,27560,,2021-06-01T04:00:00Z,Restaurant,20643,-78.84206896,35.85728627,M
1928012,04092018654,Bru's Public House,5433 Wade Park BLVD ,Ste 100,RALEIGH,NC,27607,(919) 977-8755,2021-06-16T04:00:00Z,Restaurant,20645,-78.7303442,35.80695603,M
1928013,04092025245,Papa John's #4960,130 W Holly Springs RD ,,Holly Springs,NC,27540,(919) 762-3747,2019-03-12T04:00:00Z,Food Stand,20652,-78.8358869,35.65576179,M
1928014,04092017824,Hibachi Express,1009 Stadium DR ,Suite 112,WAKE FOREST,NC,27587,(984) 237-1031,2018-03-23T04:00:00Z,Restaurant,20656,-78.52990327,35.98957106,M
1928015,04092017819,Starbucks #11189,3800 Lake Boone TRL ,,RALEIGH,NC,27607,(919) 781-6211,2018-03-28T04:00:00Z,Restaurant,20658,-78.69378491,35.81617512,M
1928016,04092025264,Rush Bowl Raleigh,2811 HILLSBOROUGH ST ,105,RALEIGH,NC,27607-7283,(919) 703-0006,2019-07-01T04:00:00Z,Food Stand,20663,-78.67493842,35.78888931,M
1928017,04092021929,CIRCLE  K #3488,1032 N HARRISON  AVE ,,CARY,NC,27513,(919) 468-9848,2016-02-26T05:00:00Z,Food Stand,20664,-78.7823636,35.80445646,M
1928018,04092022028,PAPA MURPHY'S NC049,6106 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 790-7813,2017-08-09T04:00:00Z,Food Stand,20666,-78.6187408,35.86627943,M
1928019,04092016087,YAMATO,700 E WILLIAMS ST ,,APEX,NC,27502,(919) 303-8088,2012-01-17T05:00:00Z,Restaurant,20667,-78.84651301,35.7236133,M
1928020,04092014924,Carolina Ale House,11685 Northpark DR ,,WAKE FOREST,NC,27587,(919) 556-8666,2007-08-08T04:00:00Z,Restaurant,20673,-78.54383057,35.96466469,M
1928021,04092030533,The Depot Caboose #1 (WCID #822),608 N FIRST AVE,,KNIGHTDALE,NC,27545-8506,(919) 523-2420,2021-04-16T04:00:00Z,Mobile Food Units,20676,-78.47662303,35.79328553,M
1928022,04092016715,Spring Hill Suites Kitchen,1128 Ledsome Lane,,CARY,NC,27511,(919) 977-7244,2014-07-11T04:00:00Z,Restaurant,20683,-78.74889113,35.76176667,M
1928023,04092030286,JESSICA'S (WCID #540),10125 DIVISION DR ,Mobile Food Unit,RALEIGH,NC,27603,(919) 687-6420,2015-09-21T04:00:00Z,Mobile Food Units,20686,-78.7114342,35.63398295,M
1928024,04092017071,PERI BROTHERS PIZZA,7321 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 844-6692,2015-11-06T05:00:00Z,Restaurant,20693,-78.64725808,35.88069032,M
1928025,04092018155,Char-Grill Wake Forest,13600 CAPITAL BLVD,,WAKE FOREST,NC,27587,(919) 554-2000,2019-08-21T04:00:00Z,Restaurant,20701,-78.52002018,36.0046313,M
1928026,04092017224,PHO XPRESS,7841-130 ALEXANDER PROMENADE PL ,,RALEIGH,NC,27617,(919) 400-4100,2016-05-05T04:00:00Z,Restaurant,20697,-78.78033581,35.91281167,M
1928027,04092016978,THE BURGER SHOP,203 WAIT AVE ,,WAKE FOREST,NC,27587,(919) 562-2333,2015-07-07T04:00:00Z,Restaurant,20703,-78.50924596,35.9788861,M
1928028,04092110487,ALSTON RIDGE ELEMENTARY SCHOOL CAFETERIA,11555 GREEN LEVEL CHURCH  RD ,,CARY,NC,27519,(919) 544-2474 ext. 20151,2009-11-13T05:00:00Z,Public School Lunchrooms,20709,-78.89958886,35.85921379,M
1928029,04092017462,JASMIN MEDITERRANEAN BISTRO,2501 BLUE RIDGE RD ,SUITE G-190,RALEIGH,NC,27607,(919) 800-8599,2016-11-09T05:00:00Z,Restaurant,20710,-78.70656515,35.81500557,M
1928030,04092021707,Carlie C's IGA #820 Seafood,1514 GARNER STATION  BLVD ,,RALEIGH,NC,27603,(919) 329-0970,2012-06-01T04:00:00Z,Food Stand,20713,-78.65475896,35.72582345,M
1928031,04092017962,DUNKIN DONUTS,1450 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 577-1150,2018-10-26T04:00:00Z,Restaurant,20720,-78.76831494,35.59359443,M
1928032,04092021505,Harris Teeter #26 Meat/Seafood,7400 Creedmoor RD ,,RALEIGH,NC,27613,(919) 848-1464,2008-01-25T05:00:00Z,Food Stand,20728,-78.67820041,35.88787167,M
1928033,04092030529,Gatsby's Kitchen (WCID #720),6109 Maddry Oaks Ct.,,RALEIGH,NC,27616,(732) 512-8169,2021-03-17T04:00:00Z,Mobile Food Units,20729,-78.59023871,35.86565585,M
1928034,04092016367,AGAVE MEXICAN BAR & GRILL,18 W THIRD ST ,,WENDELL,NC,27591,(919) 365-0069,2013-01-30T05:00:00Z,Restaurant,20740,-78.37068542,35.78151266,M
1928035,04092016502,El Cuscatleco Restaurant,1383 SE MAYNARD RD ,,CARY,NC,27511,(919) 650-2706,2013-09-04T04:00:00Z,Restaurant,20741,-78.76443251,35.78847694,M
1928036,04092015086,BRUEGGERS BAGELS #192,9704 STRICKLAND RD ,,RALEIGH,NC,27615,(919) 846-0183,2008-03-20T04:00:00Z,Restaurant,20747,-78.65729539,35.90232333,M
1928037,04092018590,Wendy's,7200 Six Forks RD ,,RALEIGH,NC,27615,(919) 676-8933,2021-03-24T04:00:00Z,Restaurant,20750,-78.64500114,35.87800592,M
1928038,04092025227,DOMINOS #8958,7981 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 661-2612,2018-12-15T05:00:00Z,Food Stand,20753,-78.69742539,35.66508155,M
1928039,04092018615,Torchy's Tacos #91,1110 Mercantile DR ,Suite 120,RALEIGH,NC,27609,(919) 439-1177,2021-04-23T04:00:00Z,Restaurant,20754,-78.62082753,35.82131925,M
1928040,04092014886,Chili's #1393,11380 Capital  BLVD ,,WAKE FOREST,NC,27587,(919) 554-0488,2007-06-12T04:00:00Z,Restaurant,20758,-78.53983156,35.95485838,M
1928041,04092017512,JOY LUCK CLUB OF GRAND ASIA MARKET,1253 BUCK JONES RD ,,RALEIGH,NC,27606,(919) 468-2988,2017-02-22T05:00:00Z,Restaurant,20767,-78.74067496,35.76583498,M
1928042,04092022003,POSH NOSH CATERING,1053 E WHITAKER MILL RD ,SUITE 135,RALEIGH,NC,27604,(919) 839-6004,2017-02-15T05:00:00Z,Food Stand,20769,-78.62124627,35.80871398,M
1928043,04092018663,Burger King #6563,12301 Capital  BLVD ,,WAKE FOREST ,NC,27587,(919) 556-3585,2021-06-28T04:00:00Z,Restaurant,20778,-78.5394356,35.98203922,M
1928044,04092012057,Waraji Japanese Restaurant,5910 DURALEIGH RD ,Ste 147,RALEIGH,NC,27612-2580,(919) 783-1883,1997-06-09T04:00:00Z,Restaurant,20788,-78.7119967,35.8587201,M
1928045,04092011948,Starbucks Coffee # 8217,6282 GLENWOOD AVE ,#104 STE 104,RALEIGH,NC,27612-2651,(919) 785-0111,1996-10-18T04:00:00Z,Restaurant,20806,-78.70313649,35.85876954,M
1928046,04092018715,Foundation Senior Living Food Service,1437 Aversboro RD ,,GARNER,NC,27529,(919) 624-2564,2021-09-13T04:00:00Z,Restaurant,20810,-78.61572011,35.69056999,M
1928047,04092021950,KANGAROO EXPRESS #2720869,8500 HARPS MILL RD ,,RALEIGH,NC,27615-3834,(919) 872-0614,2016-03-16T04:00:00Z,Food Stand,20812,-78.60165311,35.89132184,M
1928048,04092012930,PTA Of Wake Forest,12277 CAPITAL BLVD ,,WAKE FOREST,NC,27587-6200,(919) 554-1400,1999-05-17T04:00:00Z,Restaurant,20836,-78.54097555,35.98087356,M
1928049,04092010688,State Hwy Buidling Lunchenette,1 S Wilmington ST ,,RALEIGH,NC,27601,(919) 733-7280,1991-04-03T04:00:00Z,Restaurant,20867,-78.63730894,35.77991625,M
1928050,04092012312,Taco Bell,1205 LAURA VILLAGE RD ,,APEX,NC,27523-7140,(919) 363-6694,1998-10-06T04:00:00Z,Restaurant,20860,-78.83579203,35.74888522,M
1928051,04092021891,FOOD LION #669 PRODUCE,405 S MAIN ST ,,ROLESVILLE,NC,27571,(919) 554-4018,2015-10-14T04:00:00Z,Food Stand,20874,-78.46472721,35.91731538,T
1928052,04092017669,FIRST CHINA RESTAURANT,6452 TRYON  RD ,,CARY,NC,27518,(919) 852-5857,2017-08-25T04:00:00Z,Restaurant,20877,-78.7615544,35.74559939,M
1928053,04092011061,Chick-fil-A,1815 WALNUT ST ,,CARY,NC,27511-9201,(919) 233-1691,1992-03-24T04:00:00Z,Restaurant,20936,-78.74236633,35.76001857,M
1928054,04092017855,HWY 55 OF APEX,802 PERRY RD ,,APEX,NC,27502,(919) 303-3533,2018-06-05T04:00:00Z,Restaurant,20945,-78.84460695,35.7208474,M
1928055,04092018260,Honey Pig,1065 DARRINGTON DR,,CARY,NC,27513,(919) 234-0088,2019-12-10T05:00:00Z,Restaurant,20953,-78.81572724,35.79924907,M
1928056,04092018623,Scratch Kitchen & Taproom Cary,160 E CEDAR ST,,CARY,NC,27511,,2021-05-13T04:00:00Z,Restaurant,20955,-78.77892197,35.78797966,M
1928057,04092016306,WINGATE BY WYNDHAM BREAKFAST,1542 MECHANICAL BLVD ,,GARNER,NC,27529,(919) 779-7441,2012-11-16T05:00:00Z,Restaurant,20957,-78.64395289,35.72536501,M
1928058,04092040372,Double U's Dawgs & Catering (WCID #719),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(919) 614-0701,2019-08-01T04:00:00Z,Pushcarts,20958,-78.7114342,35.63398295,M
1928059,04092040303,COUSINS CONFECTIONS #5 (WCID #487),4700 TRINITY RD ,,RALEIGH,NC,27607,(919) 782-1967,2013-08-28T04:00:00Z,Pushcarts,20959,-78.71510697,35.79630808,M
1928060,04092011192,Subway #12044,235 TIMBER DR,,GARNER,NC,27529-4870,(919) 779-6820,1992-12-01T05:00:00Z,Restaurant,20969,-78.60613102,35.68500723,M
1928061,04092011321,AMF South Hills Snack Bar,301 NOTTINGHAM DR,,CARY,NC,27511-4947,(919) 467-2411,1993-07-30T04:00:00Z,Restaurant,20972,-78.74288458,35.76720276,M
1928062,04092011708,Korner Pocket,8508 CAPITAL BLVD,,RALEIGH,NC,27616-3150,(919) 876-9879,1995-07-14T04:00:00Z,Restaurant,20992,-78.55805315,35.89527884,M
1928063,04092016650,SHEETZ #540,4000 LUFKIN RD ,,APEX,NC,27539,(919) 303-3443,2014-03-19T04:00:00Z,Restaurant,21009,-78.82092868,35.72195088,M
1928064,04092018460,MEZZA LUNA PIZZERIA,1763 W WILLIAMS ST ,,APEX,NC,27523,(919) 303-6686,2020-10-12T04:00:00Z,Restaurant,21011,-78.87770701,35.75964934,M
1928065,04092014532,A Slice of NY Pizza,8301 Brier Creek PKY,Ste. 107,RALEIGH,NC,27617,(919) 405-1301,2006-03-22T04:00:00Z,Restaurant,21012,-78.78334742,35.90685073,M
1928066,04092021992,H Mart Kangnam Town,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016-12-22T05:00:00Z,Food Stand,21023,-78.84865444,35.78921622,M
1928067,04092021899,FOOD LION #193 PRODUCE,5633 CREEDMOOR RD ,,RALEIGH,NC,27612,(919) 781-0597,2015-10-22T04:00:00Z,Food Stand,21036,-78.68200551,35.85879117,M
1928068,04092020607,DOMINOS PIZZA #8940,1368 N MAIN ST ,,FUQUAY VARINA,NC,27526-2617,(919) 557-5551,1994-05-20T04:00:00Z,Food Stand,21050,-78.77533261,35.59075123,M
1928069,04092016439,RANDY'S PIZZA,2458 WYCLIFF RD ,,RALEIGH,NC,27607,(919) 322-5990,2013-05-31T04:00:00Z,Restaurant,21054,-78.692995,35.81676997,M
1928070,04092025287,Amazon Prime Now,1590 WOLFPACK LN,,RALEIGH,NC,27609,(919) 790-1024,2019-10-25T04:00:00Z,Food Stand,21065,-78.61333543,35.82393272,M
1928071,04092015103,Hyatt Place Cafe,200 Airgate DR ,,MORRISVILLE,NC,27560,(919) 405-2400,2008-03-28T04:00:00Z,Restaurant,21070,-78.81447305,35.8645474,M
1928072,04092021652,EL TORO SUPERMARKET MEAT MARKET ,3609 JUNCTION BLVD ,,RALEIGH,NC,27603,(919) 773-8172,2011-02-10T05:00:00Z,Food Stand,21076,-78.65709887,35.73081565,M
1928073,04092017792,Moe's Southwest Grill,9660 Falls of Neuse RD ,Suite 145,RALEIGH,NC,27615,(919) 650-6643,2018-02-19T05:00:00Z,Restaurant,21078,-78.60015155,35.90522894,M
1928074,04092018417,First Watch,304 GRAND HILL PL,,HOLLY SPRINGS,NC,27540-4490,,2020-08-12T04:00:00Z,Restaurant,21085,-78.8436742,35.66711942,M
1928075,04092017663,CHIOS ROTISSERIE,2656 TIMBER DR ,,GARNER,NC,27529,(919) 773-1016,2017-08-07T04:00:00Z,Restaurant,21086,-78.63679241,35.71604965,M
1928076,04092017659,SANDELLA'S,15 E PEACE ST ,,RALEIGH,NC,27604,(336) 613-8276,2017-08-17T04:00:00Z,Restaurant,21087,-78.63745249,35.78928549,M
1928077,04092016624,WAFFLE HOUSE #2051,2237 AVENT FERRY RD ,#105,RALEIGH,NC,27607,(919) 856-4789,2014-02-20T05:00:00Z,Restaurant,21088,-78.67605091,35.77835817,M
1928078,04092015712,SAN JOSE MEXICAN RESTAURANT,877 E GANNON AVE ,,ZEBULON,NC,27616,(919) 269-3399,2010-09-15T04:00:00Z,Restaurant,21089,-78.29418521,35.83015828,M
1928079,04092110476,RIVER BEND ELEMENTARY CAFETERIA,6710 PERRY CREEK RD ,,RALEIGH,NC,27616,(919) 431-8010 ext. 25509,2008-12-03T05:00:00Z,Public School Lunchrooms,21094,-78.53592651,35.86465714,M
1928080,04092014553,KFC/Taco Bell #J120104,1011 N Harrison AVE,,CARY,NC,27513,(919) 467-6318,2006-04-21T04:00:00Z,Restaurant,21110,-78.78357999,35.80351274,M
1928081,04092160058,BROOKDALE WAKE FOREST DINING,611 S Brooks ST,,WAKE FOREST,NC,27587,(919) 562-8400,2006-09-05T04:00:00Z,Institutional Food Service,21107,-78.5098293,35.97161717,M
1928082,04092110108,Timber Drive Elementary Cafeteria,1601 TIMBER DR,,GARNER,NC,27529-4778,(919) 773-9515 ext. 21307,1997-06-30T04:00:00Z,Public School Lunchrooms,21112,-78.63688638,35.68985192,M
1928083,04092016475,SONIC #5864,109 JONES FRANKLIN RD ,,RALEIGH,NC,27606,(919) 854-4602,2013-09-09T04:00:00Z,Restaurant,21143,-78.72125905,35.78415702,M
1928084,04092016685,DIM SUM HOUSE,100 JERUSALEM DR ,STE 104,MORRISVILLE,NC,27560,(919) 380-3087,2014-05-19T04:00:00Z,Restaurant,21146,-78.82707041,35.85102001,M
1928085,04092021847,FOOD LION #2199 PRODUCE,12345 STRICKLAND RD ,,RALEIGH,NC,27613,(919) 846-3589,2015-04-29T04:00:00Z,Food Stand,21153,-78.7027985,35.90556189,M
1928086,04092015521,NOODLES & COMPANY,200 CROSSROADS  BLVD ,STE 110,CARY,NC,27518,(919) 851-5080,2009-11-02T05:00:00Z,Restaurant,21156,-78.74109738,35.76025037,M
1928087,04092018489,Carolina Crispy Fry,1209 Farmers Market DR ,,RALEIGH,NC,27603,(314) 458-1068,2020-12-11T05:00:00Z,Restaurant,21158,-78.6633093,35.76445694,M
1928088,04092030473,Cousins Maine Lobster #3 (WCID #762),3209 GRESHAM LAKE RD,Suite 119,RALEIGH,NC,27615-3757,(919) 559-2673,2020-03-31T04:00:00Z,Mobile Food Units,21165,-78.58044821,35.88538074,M
