name,review_count,rating,price,phone,display_phone,category_title
Red Lobster,118,3.5,2,19198725608,(919) 872-5608,seafood
Quickly-Morrisville,124,4.0,2,19844650347,(984) 465-0347,coffee & tea
Bumble Tea,137,4.5,-1,19198968114,(919) 896-8114,coffee & tea
Homewood Suites by Hilton Raleigh Cary I-40,10,4.5,-1,19197458589,(919) 745-8589,hotels
Little Caesars Pizza,19,2.5,1,19198778600,(919) 877-8600,pizza
Hilton Garden Inn Raleigh /Crabtree Valley,43,4.5,2,19197032525,(919) 703-2525,hotels
Cafe Carolina and Bakery,126,3.5,2,19198217117,(919) 821-7117,bakeries
Barnes & Noble,26,3.5,2,19197922140,(919) 792-2140,bookstores
Mulino Italian Kitchen & Bar,252,4.0,2,19198388595,(919) 838-8595,italian
Babylon Restaurant,174,3.5,2,19198388595,(919) 838-8595,moroccan
Dunkin',14,2.0,1,19198470245,(919) 847-0245,donuts
Red Robin Gourmet Burgers and Brews,218,2.0,2,19199572880,(919) 957-2880,burgers
Starbucks,27,3.5,2,19198739615,(919) 873-9615,coffee & tea
Starbucks Coffee,3,4.5,2,19198739615,(919) 873-9615,coffee & tea
Harris Teeter,32,3.5,2,19193800354,(919) 380-0354,grocery
Starbucks,1,4.0,-1,19193800354,(919) 380-0354,coffee & tea
Harris Teeter Pharmacy,1,5.0,-1,19193800354,(919) 380-0354,drugstores
McDonald's,22,2.5,1,19198339875,(919) 833-9875,burgers
Hwy 55 Burgers Shakes & Fries,24,3.5,1,19195673007,(919) 567-3007,burgers
Wendy's,76,2.0,1,19198213099,(919) 821-3099,fast food
Dave & Buster's,276,2.5,2,19195356800,(919) 535-6800,bars
Potbelly Sandwich Shop,87,3.5,1,19193771058,(919) 377-1058,sandwiches
Jimmy John's,51,3.5,1,19194626252,(919) 462-6252,sandwiches
Taste of China,15,3.5,1,19197797727,(919) 779-7727,chinese
Hardee's,15,1.5,1,19197727209,(919) 772-7209,burgers
No 1 Pho,174,3.5,2,19192972975,(919) 297-2975,vietnamese
Wine and Beer 101,35,4.0,2,19195544638,(919) 554-4638,"beer, wine & spirits"
Persis Indian Grill,115,3.5,2,19193781819,(919) 378-1819,indian
Fuji China,30,3.0,1,19192178568,(919) 217-8568,chinese
Skate Ranch of Raleigh,4,4.0,-1,19197903808,(919) 790-3808,skating rinks
United Skates of America,15,4.0,-1,19197903808,(919) 790-3808,skating rinks
Lemongrass Thai Restaurant,187,4.0,2,19199540377,(919) 954-0377,thai
Starbucks,61,3.0,2,19194531010,(919) 453-1010,coffee & tea
Bojangles,30,2.5,1,19192319028,(919) 231-9028,fast food
Culver's,65,4.0,1,19193725610,(919) 372-5610,burgers
Wade Park Cafe,45,4.0,1,19198595220,(919) 859-5220,sandwiches
SIP Noshery,14,5.0,-1,19192638126,(919) 263-8126,cafes
Gringo A Go-Go,319,3.5,2,19199771438,(919) 977-1438,mexican
Goji Bistro,192,4.0,2,19194668888,(919) 466-8888,asian fusion
Neo-Asia,50,2.5,2,19194668888,(919) 466-8888,dim sum
Genki Restaurant & Sushi Bar,116,4.0,2,19193636636,(919) 363-6636,japanese
Bojangles,6,2.0,-1,19198466564,(919) 846-6564,fast food
Staybridge Suites Raleigh-Durham Apt-Morrisville,14,4.0,2,19194680180,(919) 468-0180,hotels
Lucky 32 Southern Kitchen,776,4.0,2,19192331632,(919) 233-1632,american (new)
Boylan Bridge Brewpub,266,2.5,2,19842001189,(984) 200-1189,american (traditional)
Sheetz,14,3.0,1,19194042347,(919) 404-2347,gas stations
Wendy's,26,1.5,1,19192506034,(919) 250-6034,fast food
Cracker Barrel Old Country Store,202,3.0,2,19194639222,(919) 463-9222,american (traditional)
The Original NY Pizza,48,3.5,1,19196778484,(919) 677-8484,pizza
Yemen Kitchen,83,4.5,-1,19844447772,(984) 444-7772,middle eastern
San Jose Mexican Restaurant,194,3.0,2,19197901919,(919) 790-1919,mexican
Fairfield Inn & Suites Raleigh Crabtree Valley,23,3.0,2,19198819800,(919) 881-9800,hotels
Home2 Suites by Hilton Raleigh North I-540,1,4.0,-1,19197588013,(919) 758-8013,hotels
J&S Pizza,136,3.0,2,19195576921,(919) 557-6921,pizza
Greek Fiesta at Brier Creek,144,3.0,1,19195443388,(919) 544-3388,greek
Chick-fil-A,54,3.0,1,19192331691,(919) 233-1691,fast food
BREW Coffee Bar,148,4.5,2,19194005473,(919) 400-5473,coffee & tea
BREW,128,4.0,1,19194005473,(919) 400-5473,coffee & tea
Village Deli and Grill,39,3.5,2,19194626191,(919) 462-6191,delis
Carolina Ale House,279,3.5,2,19198549444,(919) 854-9444,american (traditional)
MoJoe's Burger Joint,378,4.0,1,19198326799,(919) 832-6799,burgers
Nukkad - Indian Street Food,80,3.5,2,19193789083,(919) 378-9083,indian
Wendy's,20,2.0,1,19196768933,(919) 676-8933,burgers
San Juan Mexican Reataurant,52,4.0,1,19192177918,(919) 217-7918,mexican
Taco Bell,18,2.0,1,19197030259,(919) 703-0259,fast food
Subway,3,1.5,1,19197796820,(919) 779-6820,sandwiches
Uncle Julio's,113,3.5,2,19842211333,(984) 221-1333,tex-mex
Hampton Inn & Suites Knightdale Raleigh,2,3.0,-1,19192176810,(919) 217-6810,hotels
Target,51,3.0,2,19192334451,(919) 233-4451,department stores
Hot Breads Cafe & Bakery,110,3.0,1,19196771331,(919) 677-1331,indian
Pimiento Tea Room,34,4.0,2,19842254213,(984) 225-4213,tea rooms
Burger 21 - Cary,196,3.5,2,19194620900,(919) 462-0900,burgers
JD's Tavern,204,4.0,2,19196297285,(919) 629-7285,american (traditional)
AMF South Hills Lanes,52,3.0,-1,19194672411,(919) 467-2411,bowling
Logan's Roadhouse,131,3.0,2,19193299340,(919) 329-9340,barbeque
Cantina 18,257,3.5,2,19198359911,(919) 835-9911,tex-mex
Hibachi China Buffet,160,3.0,2,19198785688,(919) 878-5688,chinese
Moe's Southwest Grill,23,2.0,1,19198469274,(919) 846-9274,mexican
Nakato Express,41,3.5,1,19194637677,(919) 463-7677,japanese
soca raleigh,327,4.5,2,19193220440,(919) 322-0440,caribbean
Tijuana Flats,128,3.5,1,19196293200,(919) 629-3200,tex-mex
La Rancherita,170,4.0,2,19197851951,(919) 785-1951,mexican
Golden China,10,3.0,1,19192694070,(919) 269-4070,chinese
Zeera Indian Restaurant,223,4.5,2,19197626215,(919) 762-6215,indian
Manhattan Cafe,134,4.5,1,19198336105,(919) 833-6105,delis
Smokey's BBQ Shack,315,4.0,1,19194691724,(919) 469-1724,barbeque
Baja Burrito,101,3.5,1,19198343431,(919) 834-3431,mexican
Vita Vite Downtown,86,4.5,2,19198033156,(919) 803-3156,wine bars
Overtime Sports Pub,43,3.5,1,19192559556,(919) 255-9556,sports bars
Biryani Xprx Express,114,4.0,2,19193771801,(919) 377-1801,indian
Tibetan Restaurant,1,4.0,-1,19193771801,(919) 377-1801,asian fusion
Waffle House,27,2.0,1,19192311292,(919) 231-1292,breakfast & brunch
Highgrove Estate,11,2.5,-1,19195526154,(919) 552-6154,venues & event spaces
Subway,6,2.0,1,19198441207,(919) 844-1207,sandwiches
Starbucks,23,3.0,1,19197880656,(919) 788-0656,coffee & tea
The Lemon Tree,53,4.5,2,19195785808,(919) 578-5808,cafes
The Pho Place,104,4.0,2,19199007518,(919) 900-7518,sushi bars
Midtown Pho,34,5.0,2,19197479899,(919) 747-9899,wine bars
The Cheesecake Factory - Raleigh,573,3.0,2,19197810050,(919) 781-0050,american (traditional)
McDonald's,10,2.5,1,19197712441,(919) 771-2441,fast food
King Chef,20,3.5,1,19198765859,(919) 876-5859,chinese
Korner Pocket,18,3.5,2,19198769879,(919) 876-9879,sports bars
Michael's English Muffins,59,4.5,1,19196150319,(919) 615-0319,sandwiches
Lonerider Brewing Company Hideout in Wake Forest,16,4.5,-1,19196495180,(919) 649-5180,beer bar
Subway,3,2.5,1,19198760772,(919) 876-0772,sandwiches
Taco Bell,11,4.5,1,19195575283,(919) 557-5283,mexican
Barnes & Noble Booksellers,14,4.0,2,19194849903,(919) 484-9903,newspapers & magazines
Ruth's Chris Steak House,129,4.0,3,19196770033,(919) 677-0033,steakhouses
River Ridge Golf Club,12,4.0,-1,19196618374,(919) 661-8374,golf
Mitchell Casteel A Fine Catered Affair,2,5.0,-1,19198470135,(919) 847-0135,party & event planning
Cook Out,126,4.0,1,19198212926,(919) 821-2926,burgers
Subway,4,3.5,1,19193654005,(919) 365-4005,sandwiches
El Paseo Restaurant,14,4.0,1,19199548518,(919) 954-8518,mexican
McDonald's,19,2.0,1,19193639960,(919) 363-9960,fast food
Assaggio's,204,4.0,2,19197852088,(919) 785-2088,italian
Rudino's Rooftop,63,3.5,2,19198488899,(919) 848-8899,sports bars
PDQ Cary,117,3.5,1,19193800060,(919) 380-0060,fast food
Quiznos,17,4.0,1,19196761909,(919) 676-1909,sandwiches
Lowes Foods,12,2.5,2,19195625020,(919) 562-5020,grocery
China King,23,3.5,1,19197711141,(919) 771-1141,chinese
Las Palmas,11,2.5,-1,19198454779,(919) 845-4779,mexican
Las Palmas,76,2.5,2,19198454779,(919) 845-4779,mexican
Crabtree Ale House,69,4.0,1,19198033026,(919) 803-3026,sports bars
Scooters Grill & Bar,12,4.0,2,19199542171,(919) 954-2171,bars
Moe's Southwest Grill,43,2.5,1,19196788444,(919) 678-8444,tex-mex
Bass Lake Draft House,137,3.0,2,19195673251,(919) 567-3251,pubs
Domino's,17,2.0,1,19192394219,(919) 239-4219,pizza
Waffle House,24,3.0,1,19195522187,(919) 552-2187,diners
Starbucks,37,2.5,2,19197132135,(919) 713-2135,coffee & tea
Pho Vietnam,318,3.5,1,19196555665,(919) 655-5665,vietnamese
Red Hot & Blue,167,3.5,2,19198467427,(919) 846-7427,barbeque
Grandma's Diner,73,3.5,1,19195569600,(919) 556-9600,diners
Wasabi Restaurant,216,3.5,2,19194607980,(919) 460-7980,sushi bars
La Rancherita,173,3.5,2,19198446330,(919) 844-6330,mexican
The Players Retreat,191,4.0,2,19197559589,(919) 755-9589,sports bars
Panera Bread,98,3.0,2,19192332221,(919) 233-2221,sandwiches
Denny's,64,2.5,1,19197710815,(919) 771-0815,american (traditional)
Seoul Garden Restaurant,408,4.0,2,19198509984,(919) 850-9984,korean
Chuck E. Cheese,36,3.0,1,19198509241,(919) 850-9241,pizza
Stromboli's,75,3.5,2,19198764222,(919) 876-4222,italian
St Michael Catholic Church,4,5.0,-1,19194686100,(919) 468-6100,churches
Starbucks,49,3.5,2,19197549007,(919) 754-9007,coffee & tea
Cambria Hotel Raleigh-Durham Airport,55,3.5,2,19193613311,(919) 361-3311,hotels
Lucettegrace,409,4.5,2,19193074950,(919) 307-4950,coffee & tea
Kathmandu Kitchen,160,4.5,2,19195353026,(919) 535-3026,indian
Chipotle Mexican Grill,87,2.0,1,19192383971,(919) 238-3971,mexican
The Roast Grill,142,4.0,1,19198328292,(919) 832-8292,hot dogs
Tropical Smoothie Cafe,34,3.5,1,19198792233,(919) 879-2233,juice bars & smoothies
New China,37,3.0,1,19193809328,(919) 380-9328,chinese
The Oak,412,4.0,2,19197879100,(919) 787-9100,american (new)
618 Bistro,30,3.0,2,19197879100,(919) 787-9100,american (new)
Buffalo Wild Wings,109,2.5,2,19196615238,(919) 661-5238,chicken wings
Wendy's,38,2.5,1,19194813650,(919) 481-3650,burgers
Johnnys Pizza Fuquay,10,3.5,-1,19195526322,(919) 552-6322,pizza
TGI Fridays,84,2.0,2,19197791935,(919) 779-1935,american (traditional)
Bull and the Bear,27,3.5,1,19198473617,(919) 847-3617,american (new)
McDonald's,10,4.5,1,19197734124,(919) 773-4124,coffee & tea
Big Ed's North,220,4.0,1,19197479533,(919) 747-9533,southern
Kangaroo Express,6,3.5,2,19193637650,(919) 363-7650,convenience stores
La Carreta Mexican Restaurant,107,3.5,2,19199773271,(919) 977-3271,mexican
McDonald's,14,1.5,1,19192500072,(919) 250-0072,fast food
CAVA,61,4.5,2,19192787597,(919) 278-7597,mediterranean
Sheetz,26,3.0,1,19198620904,(919) 862-0904,gas stations
Uninhibited Tapas Bar,49,3.5,2,19198905203,(919) 890-5203,tapas/small plates
Fairfield Inn & Suites Raleigh-Durham Airport/RTP,30,3.5,2,19194682660,(919) 468-2660,hotels
Woody's At City Market,169,3.0,2,19198333000,(919) 833-3000,sports bars
Chili's,58,3.0,2,19193877701,(919) 387-7701,american (traditional)
Angie's Dominican Cakes,2,4.5,-1,19193970478,(919) 397-0478,custom cakes
McDonald's,50,2.0,1,19192330080,(919) 233-0080,burgers
Domino's,2,2.5,-1,19193030800,(919) 303-0800,pizza
McDonald's,29,2.0,1,19198455502,(919) 845-5502,burgers
Jason's Deli,103,4.0,2,19195729996,(919) 572-9996,delis
New York Bagel and Deli,164,3.5,1,19198481310,(919) 848-1310,delis
TGI Fridays,118,2.0,2,19198725542,(919) 872-5542,american (traditional)
Comfort Suites Regency Park,27,2.5,2,19198524318,(919) 852-4318,hotels
Arby's,22,1.5,1,19194691887,(919) 469-1887,fast food
Moe's Southwest Grill,43,2.5,1,19199579075,(919) 957-9075,tex-mex
Buffalo Brothers,120,3.0,2,19198031939,(919) 803-1939,sports bars
Olive Garden Italian Restaurant,83,3.0,2,19195561007,(919) 556-1007,italian
MOFU Shoppe,209,4.5,2,19193018465,(919) 301-8465,asian fusion
Jersey Mike's Subs,13,3.0,-1,19193462290,(919) 346-2290,sandwiches
McDonald's,21,2.0,1,19194693519,(919) 469-3519,fast food
Subway,1,5.0,-1,19193073004,(919) 307-3004,sandwiches
McDonald's,38,2.0,1,19198061114,(919) 806-1114,fast food
Holly Hill Hospital,21,1.0,-1,19192507000,(919) 250-7000,counseling & mental health
Hwy 55 Burgers Shakes & Fries,54,4.0,1,19192619841,(919) 261-9841,burgers
Five Guys,51,3.5,1,19192666664,(919) 266-6664,burgers
Chipotle Mexican Grill,94,3.0,1,19197815115,(919) 781-5115,mexican
Poke Burri Raleigh,279,4.5,2,19196154016,(919) 615-4016,poke
Andy’s NY Bagel Cafe & Deli,59,4.0,1,19842002603,(984) 200-2603,bagels
The BrickHouse,107,3.0,2,19198293666,(919) 829-3666,sports bars
V Pizza,212,4.5,2,19196501821,(919) 650-1821,pizza
Tijuana Flats,88,3.5,1,19196297558,(919) 629-7558,tex-mex
Road Runners Pizza,36,3.5,1,19192667606,(919) 266-7606,pizza
Wake Zone Coffee House,125,4.5,1,19192674622,(919) 267-4622,coffee & tea
Hardee's,4,3.0,1,19192697810,(919) 269-7810,fast food
NOFO @ the Pig,234,4.0,2,19198211240,(919) 821-1240,specialty food
JAPAN XO,31,4.0,2,19199165150,(919) 916-5150,japanese
Tookie's Grill,24,4.0,1,19198466383,(919) 846-6383,sandwiches
Neomonde Mediterranean - Morrisville,285,4.0,2,19194668100,(919) 466-8100,mediterranean
State Farmers Market Restaurant,344,4.0,2,19197551550,(919) 755-1550,southern
Mike's Pizza Italian Restaurant,73,4.5,1,19192500700,(919) 250-0700,pizza
Four Brother's NY Pizza,8,3.0,1,19192500700,(919) 250-0700,pizza
IHOP,57,3.5,2,19192660418,(919) 266-0418,breakfast & brunch
Wingstop,34,3.0,1,19195616161,(919) 561-6161,chicken wings
Subway,10,1.5,1,19198762266,(919) 876-2266,sandwiches
Poké Bar,3,4.5,2,19198966256,(919) 896-6256,poke
Teddy's New Yorker Pizza,39,2.5,1,19192339144,(919) 233-9144,pizza
Tropical Smoothie Cafe,36,2.5,1,19193714358,(919) 371-4358,juice bars & smoothies
Azitra - Indian Culinary Nirvana,320,4.0,2,19194843939,(919) 484-3939,indian
Istanbul Restaurant,160,4.5,2,19196519608,(919) 651-9608,mediterranean
Kabab & Grill,33,2.5,2,19196519608,(919) 651-9608,halal
Five Bros Pizza,18,4.0,-1,19195941699,(919) 594-1699,pizza
Toppers Pizza,21,2.0,-1,19195941699,(919) 594-1699,pizza
Kangaroo Express,3,4.0,1,19193638103,(919) 363-8103,convenience stores
Wendy's,29,1.5,1,19194579999,(919) 457-9999,fast food
Taziki's Mediterranean Cafe - Cary - Waverly Place,142,3.5,2,19194150447,(919) 415-0447,mediterranean
Happy + Hale,80,4.0,2,19842003802,(984) 200-3802,juice bars & smoothies
Unwined on White,12,4.5,-1,19197615049,(919) 761-5049,wine bars
Hi Poke,114,4.5,2,19196503398,(919) 650-3398,hawaiian
Outback Steakhouse,171,3.0,2,19198463848,(919) 846-3848,steakhouses
Fount Coffee + Kitchen,283,4.5,1,19848885454,(984) 888-5454,coffee & tea
Starbucks,44,4.0,1,19194601170,(919) 460-1170,coffee & tea
Dickey's Barbecue Pit,65,4.0,2,19193420212,(919) 342-0212,barbeque
D P Dough,80,4.0,1,19198291525,(919) 829-1525,pizza
Szechuan Heat,74,3.5,2,19194660888,(919) 466-0888,chinese
Nishiki,82,3.5,2,19194660888,(919) 466-0888,asian fusion
Alimentari at Left Bank Butchery,15,4.0,2,19193160468,(919) 316-0468,butcher
Left Bank Butchery,3,3.5,-1,19193160468,(919) 316-0468,butcher
Bella Italia,98,3.5,2,19196760076,(919) 676-0076,italian
Zaxby's Chicken Fingers & Buffalo Wings,27,3.0,1,19192619995,(919) 261-9995,fast food
Abbey Road Tavern & Grill,274,3.5,2,19194814434,(919) 481-4434,bars
Brewster's Pub,54,3.5,1,19196501270,(919) 650-1270,pubs
La Roma Pizza,57,4.0,2,19196621700,(919) 662-1700,pizza
La Roma Pizza,10,4.5,2,19196621700,(919) 662-1700,pizza
China Star,21,4.0,1,19199774678,(919) 977-4678,chinese
The Pub,2,3.5,-1,19197828600,(919) 782-8600,american (traditional)
DoubleTree by Hilton Raleigh Crabtree Valley,13,3.0,-1,19197828600,(919) 782-8600,hotels
Holiday Inn Raleigh,33,2.5,2,19197828600,(919) 782-8600,hotels
Carolina Jack's,8,2.5,2,19197828600,(919) 782-8600,american (new)
Mr. Pizza & Salad,12,3.5,1,19198348292,(919) 834-8292,pizza
TLC Wings & Grill,74,3.5,1,19198348292,(919) 834-8292,chicken wings
Texas Steakhouse & Saloon,174,3.0,2,19194687194,(919) 468-7194,steakhouses
Little Tokyo Japanese Restaurant,172,4.0,2,19194675011,(919) 467-5011,japanese
Carolina Ale House,169,3.0,2,19194310001,(919) 431-0001,american (traditional)
Pizzeria Veritas,67,4.5,-1,19193193232,(919) 319-3232,pizza
Brooklyn Boy's Pizzeria,36,3.0,1,19193193232,(919) 319-3232,pizza
Kabab and Curry,221,4.0,2,19199776974,(919) 977-6974,indian
Four Points by Sheraton Raleigh North,27,3.0,2,19198762211,(919) 876-2211,hotels
Quality Suites North Raleigh,1,3.0,2,19198762211,(919) 876-2211,hotels
Comfort Suites North,4,3.0,2,19198762211,(919) 876-2211,hotels
Regency Suite,8,1.0,1,19198762211,(919) 876-2211,hotels
Brothers of New York Pizza,106,4.0,1,19193877711,(919) 387-7711,pizza
Camos Brother Pizza,6,3.5,1,19193877711,(919) 387-7711,pizza
Fuhgeddaboudit Pizza,20,3.0,2,19193877711,(919) 387-7711,pizza
Jumbo China,49,3.5,1,19192662388,(919) 266-2388,chinese
Taziki's Mediterranean Cafe - Bent Tree,50,4.0,-1,19842550202,(984) 255-0202,mediterranean
Hibachi K Express,63,3.0,2,19192178875,(919) 217-8875,japanese
Milano Pizza,20,3.0,1,19195576093,(919) 557-6093,pizza
Outback Steakhouse,110,2.5,2,19193299211,(919) 329-9211,steakhouses
Forks Cafeteria & Catering,26,3.5,2,19195566544,(919) 556-6544,american (traditional)
Jersey Mike's Subs,23,3.5,1,19192310070,(919) 231-0070,sandwiches
Sushi Mon,206,4.5,2,19198031000,(919) 803-1000,japanese
Starbucks,4,4.5,1,19195132013,(919) 513-2013,coffee & tea
Mamma Mia - Holly Springs,28,4.0,2,19197668000,(919) 766-8000,italian
McDonald's,37,2.0,1,19198213297,(919) 821-3297,fast food
La Zacatecana,6,5.0,1,19197793448,(919) 779-3448,grocery
Four Points by Sheraton Raleigh Durham Airport,33,3.5,2,19193801221,(919) 380-1221,hotels
Chipotle Mexican Grill,74,3.5,1,19198778544,(919) 877-8544,mexican
Cape Fear Seafood Company,238,4.5,2,19842424600,(984) 242-4600,seafood
Burger King,4,2.0,1,19195520650,(919) 552-0650,burgers
McDonald's,21,2.0,1,19198478111,(919) 847-8111,fast food
NYC Bagels,67,4.0,-1,19196510060,(919) 651-0060,bagels
Sister Liu’s Kitchen,36,4.5,-1,19199494233,(919) 949-4233,chinese
Swagat Indian Cuisine,120,4.0,2,19193789090,(919) 378-9090,indian
Subway,9,2.0,1,19198592121,(919) 859-2121,sandwiches
Rey's Restaurant,213,4.0,3,19193800122,(919) 380-0122,seafood
Tacos Y Mariscos Vallarta,117,4.0,2,19197902696,(919) 790-2696,mexican
Lucky 7,77,3.5,1,19193807550,(919) 380-7550,chinese
State of Beer,102,4.5,2,19195469116,(919) 546-9116,bars
Hampton Inn & Suites Raleigh Downtown,61,4.0,2,19198254770,(919) 825-4770,hotels
Sonic Drive-In,27,2.0,1,19195622259,(919) 562-2259,fast food
Rise North Raleigh-Sutton Square,172,3.5,1,19842005751,(984) 200-5751,donuts
Cannizzaro's Pizzeria & Restaurant,45,4.0,2,19194356067,(919) 435-6067,pizza
Pizza Amore,128,4.0,2,19194356067,(919) 435-6067,pizza
Chow Pizza Bar,229,3.5,2,19198414995,(919) 841-4995,pizza
Mar-Y-Sol Restaurant,19,3.5,2,19194310505,(919) 431-0505,latin american
Weaver Street Market,24,4.5,-1,19194297800,(919) 429-7800,organic stores
Los Tres Magueyes,70,3.0,1,19195526272,(919) 552-6272,mexican
Pasta Di Pizza,34,4.0,-1,19197620095,(919) 762-0095,italian
Third Place Coffee House,98,4.0,1,19198346566,(919) 834-6566,coffee & tea
Dunkin',62,1.5,1,19194814477,(919) 481-4477,donuts
Big Sergio's Pizza,95,4.0,1,19193031770,(919) 303-1770,pizza
Paradise Pizza,12,4.5,2,19193031770,(919) 303-1770,pizza
Jolie Restaurant,62,4.5,-1,19198037221,(919) 803-7221,french
Lucky Chicken Peruvian Cuisine,98,3.0,2,19196783153,(919) 678-3153,peruvian
David's Dumpling & Noodle Bar,563,4.0,2,19192394536,(919) 239-4536,asian fusion
Cappolla's Pizza & Grill,43,3.5,1,19196614774,(919) 661-4774,pizza
McDonald's,2,1.0,-1,19197813702,(919) 781-3702,burgers
McDonald's,85,1.5,1,19197813702,(919) 781-3702,fast food
China Fu,34,2.5,1,19198660009,(919) 866-0009,chinese
Hampton Inn & Suites Raleigh/Cary I-40,36,4.5,2,19192331798,(919) 233-1798,hotels
Ricci's Trattoria,188,4.0,2,19193808410,(919) 380-8410,pizza
Amante Gourmet Pizza,32,3.0,2,19193808410,(919) 380-8410,pizza
Chipotle Mexican Grill,38,2.5,1,19195670206,(919) 567-0206,mexican
Brio Italian Grille,300,3.5,2,19195891280,(919) 589-1280,italian
Firehouse Subs,34,3.0,1,19196624801,(919) 662-4801,sandwiches
Waffle House,40,3.0,1,19194675950,(919) 467-5950,breakfast & brunch
The Big Easy Oven & Tap,174,3.5,2,19194686007,(919) 468-6007,bars
Pisco Mar,12,4.5,-1,19196150689,(919) 615-0689,peruvian
My Way Tavern,106,3.5,2,19199008273,(919) 900-8273,american (new)
Residence Inn by Marriott Raleigh Cary,14,3.5,2,19194674080,(919) 467-4080,hotels
Handy Kitchen,49,3.5,1,19195181063,(919) 518-1063,chinese
Heirloom Brewshop,126,4.5,-1,19192978299,(919) 297-8299,bars
Starbucks,49,3.0,2,19192334905,(919) 233-4905,coffee & tea
Jumbo China,32,3.5,1,19198789877,(919) 878-9877,chinese
Aj's Food Mart,3,2.5,-1,19197793900,(919) 779-3900,gas stations
Neptune's Parlour,56,3.5,1,19198967063,(919) 896-7063,bars
The Dominican Restaurant,17,2.5,-1,19199770029,(919) 977-0029,dominican
Tropical Smoothie Cafe,29,3.0,1,19193789859,(919) 378-9859,sandwiches
Marco’s Pizza,4,2.5,-1,19192302222,(919) 230-2222,pizza
McLean's Ole Time Cafe,115,4.0,2,19192690125,(919) 269-0125,breakfast & brunch
Clouds Brewing,393,4.0,2,19193078335,(919) 307-8335,breweries
Subway,10,1.5,1,19193627976,(919) 362-7976,sandwiches
Waffle House,9,3.0,1,19194044600,(919) 404-4600,diners
Searstone Retirement Community,1,5.0,-1,19192340400,(919) 234-0400,retirement homes
Holiday Inn Express & Suites Raleigh SW NC State,15,4.0,2,19198540001,(919) 854-0001,hotels
Marathon,3,1.5,-1,19193808403,(919) 380-8403,gas stations
McDonald's,41,2.0,1,19195105255,(919) 510-5255,fast food
Chick-fil-A,78,3.0,1,19198211155,(919) 821-1155,fast food
McDonald's,26,1.5,1,19198337800,(919) 833-7800,fast food
Rainbow King,48,4.0,2,19195548888,(919) 554-8888,chinese
Circle K,4,2.0,3,19198750618,(919) 875-0618,gas stations
The Station,366,4.0,2,19199771567,(919) 977-1567,salad
Marco's Pizza,34,2.5,1,19193461227,(919) 346-1227,pizza
Yum Yum Thai Cuisine,120,3.5,2,19196771166,(919) 677-1166,thai
Hibachi Grill and Supreme Buffet,91,2.5,1,19198785888,(919) 878-5888,buffets
Wendy's,20,2.0,1,19193298224,(919) 329-8224,fast food
Baan Thai,174,4.0,2,19196296399,(919) 629-6399,thai
Clean Eatz- Cary,20,3.5,-1,19196501897,(919) 650-1897,cafes
Sheetz,3,4.0,-1,19195528044,(919) 552-8044,convenience stores
Craft Public House,179,3.5,2,19198519173,(919) 851-9173,american (new)
Rudino's Grill & Sports Pad,15,3.5,2,19198519173,(919) 851-9173,sports bars
Cape Fear Seafood,19,5.0,2,19842005455,(984) 200-5455,seafood
Sheetz,16,3.5,2,19193880394,(919) 388-0394,coffee & tea
Moe's Southwest Grill,31,2.0,1,19193030061,(919) 303-0061,mexican
Subway,13,2.5,1,19198781777,(919) 878-1777,sandwiches
Tru by Hilton Raleigh Durham Airport,26,3.5,-1,19198137129,(919) 813-7129,hotels
McDonald's,53,1.5,1,19194607228,(919) 460-7228,fast food
McDonald's,39,1.5,1,19195524071,(919) 552-4071,fast food
McDonald's,2,1.0,1,19192313242,(919) 231-3242,coffee & tea
Coquette Brasserie,511,4.0,2,19197890606,(919) 789-0606,wine bars
South,2,4.0,2,19197890606,(919) 789-0606,restaurants
Dharani Express,125,4.5,2,19198217991,(919) 821-7991,indian
Laziz Biryani Corner,63,3.0,2,19198217991,(919) 821-7991,indian
Hope Community Church,22,4.0,-1,19195320620,(919) 532-0620,churches
Schlotzsky's,55,3.0,1,19194629481,(919) 462-9481,delis
Glen Lake Cafe,3,4.0,-1,19197851232,(919) 785-1232,delis
Tropical Smoothie Cafe,12,1.5,-1,19844398845,(984) 439-8845,juice bars & smoothies
Korean Kitchen,73,4.5,2,19192638181,(919) 263-8181,korean
Mezeh,24,4.5,2,19193420517,(919) 342-0517,mediterranean
Popeyes Louisiana Kitchen,46,3.5,2,19198037777,(919) 803-7777,fast food
Starbucks,39,2.5,2,19198400506,(919) 840-0506,coffee & tea
Starbucks,35,2.5,2,19198400506,(919) 840-0506,coffee & tea
Carolina Varsity Bar & Grill,3,2.0,2,19198400506,(919) 840-0506,american (traditional)
Starbucks,4,2.0,-1,19198400506,(919) 840-0506,coffee & tea
Starbucks,12,2.0,1,19198400506,(919) 840-0506,coffee & tea
AJ's Tavern,16,2.5,2,19198400506,(919) 840-0506,burgers
California Pizza Kitchen,30,2.0,2,19198400506,(919) 840-0506,pizza
ACME Pizza,285,4.0,2,19195528800,(919) 552-8800,pizza
All Aboard Pizza,13,2.5,2,19195528800,(919) 552-8800,pizza
Carolina Sushi & Roll,90,4.0,2,19199815835,(919) 981-5835,japanese
Carolina Sushi & Roll,32,3.5,2,19199815835,(919) 981-5835,sushi bars
Chipotle Mexican Grill,39,2.5,1,19196621439,(919) 662-1439,fast food
Starbucks,33,3.5,1,19194668062,(919) 466-8062,coffee & tea
