,OBJECTID,HSISID,NAME,ADDRESS1,CITY,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,PERMITID,X,Y,GEOCODESTATUS
2969,1894499,4092015087,BRUEGGERS BAGELS #644,3510 WADE AVE ,RALEIGH,27607,(919) 828-1301,2008-03-20,19218,-78.68558086,35.80212022,M
2970,1894500,4092015381,BEAVER CREEK CINEMAS 12,1441 Beaver Creek Commons DR,APEX,27502,(919) 362-7342,2009-04-13,19220,-78.88323254,35.74554013,M
2973,1894503,4092016458,CRAZY FIRE MONGOLIAN GRILL,13200 Strickland  RD ,RALEIGH,27613-7538,(919) 866-1700,2013-07-01,19231,-78.72593809,35.90878313,M
2974,1894504,4092018541,Chai's Asian Bistro,8347 CREEDMOOR  RD ,RALEIGH,27613,(919) 341-3715,2021-02-22,19235,-78.68223183,35.90105252,M
2975,1894505,4092017122,BELLINI FINE ITALIAN CUISINE,107 S EDINBURGH DR ,CARY,27511,(919) 552-0303,2015-12-30,19232,-78.79822545,35.73935005,M
2976,1894506,4092014863,Life Cafe,1700 Regency PKY ,CARY,27511,(919) 460-8340,2007-05-09,19239,-78.78729265,35.73332654,M
2977,1894507,4092018588,Wendy's,7460 Louisburg RD ,RALEIGH,27616,(919) 713-0810,2021-03-24,19240,-78.53977,35.87454018,M
2982,1894512,4092018362,Serasana,116 BASS LAKE RD,HOLLY SPRINGS,27540,(919) 762-7473,2020-05-06,19260,-78.82480349,35.65381034,M
2983,1894513,4092016001,TASTY BEVERAGE CO,327 W DAVIE ST ,RALEIGH,27601,(919) 828-2789,2011-09-15,19267,-78.64497472,35.7752364,M
2984,1894514,4092015047,La Cocina,100 Macgregor Pines DR ,CARY,27511,(919) 467-0780,2008-01-16,19271,-78.8200282,35.74468402,M
2986,1894516,4092016582,APEX WINGS,518 E WILLIAMS ST ,APEX,27502-2151,(919) 387-0082,2013-12-20,19296,-78.84778574,35.72374776,M
2987,1894517,4092018458,DUNKIN BASKIN ROBBINS HWY 55 CARY,2740 NC HWY 55 ,CARY,27519,(919) 303-4334,2020-10-06,19256,-78.87101554,35.78562539,M
2989,1894519,4092016567,CHUY'S #48,4020 MARKET AT NORTH HILLS  ST ,RALEIGH,27609,(919) 571-2489,2013-11-13,19298,-78.63751992,35.83661475,M
2990,1894520,4092015562,NANTUCKET GRILL,1145  FALLS RIVER AVE ,RALEIGH,27614,(919) 870-1955,2010-01-14,19302,-78.58877443,35.90718863,M
2991,1894521,4092017708,Outback #3443,901 Walnut ST ,CARY,27511,(919) 460-1770,2017-10-05,19303,-78.76561938,35.77485795,M
2992,1894522,4092015281,Zaxby's,8812 HARVEST OAKS  DR ,RALEIGH,27615,(919) 847-8151,2008-11-07,19306,-78.65754379,35.90324644,M
2993,1894523,4092016948,HIBACHI SUSHI,3217 AVENT FERRY RD ,RALEIGH,27606,(919) 233-9119,2015-06-03,19308,-78.69565606,35.76673883,M
2996,1894526,4092018350,Tropical Smoothie Cafe NC24,228 Crossroads BLVD ,CARY,27518,(919) 651-8379,2020-04-15,19319,-78.73871452,35.76064286,M
2997,1894527,4092018277,PIZZA HUT #036626,920 NE Maynard RD ,CARY,27513,(919) 469-9991,2019-12-27,19330,-78.76838489,35.80043169,M
2998,1894528,4092017772,A Place at the Table,300 W Hargett ST ,RALEIGH,27601,(919) 307-8914,2018-01-05,19339,-78.64406686,35.77885883,M
2999,1894529,4092018614,The Muse Coffee Co.,225  Timber DR ,Garner,27529,(434) 941-8762,2021-04-12,19340,-78.60613102,35.68500723,M
3001,1894531,4092017585,MCALISTER'S DELI #100958,1061 PINE PLAZA DR ,APEX,27523,(919) 362-6518,2017-04-27,19354,-78.82939266,35.74657076,M
3002,1894532,4092014945,Hardee's #1205,2304 Gorman ST ,RALEIGH,27606,(919) 233-8287,2007-09-14,19374,-78.69461171,35.76740498,M
3003,1894533,4092018690,Target Starbucks & Snack Bar,8701 SIX FORKS RD ,RALEIGH,27615,,2021-08-08,19377,-78.65241639,35.89850675,M
3006,1894536,4092017217,THE MASON JAR TAVERN,305 S MAIN ST ,FUQUAY-VARINA,27526,(919) 762-5555,2016-04-28,19387,-78.79935598,35.58164085,M
3007,1894537,4092018068,Venture Pizza,2320-114 Bale ST ,RALEIGH,27608,(919) 214-9871,2019-03-08,19388,-78.62723763,35.812985,M
3008,1894538,4092018072,Starbucks Target 1824,1040 Timber DR E ,GARNER,27529,(919) 661-2017,2019-03-11,19389,-78.57962906,35.6874773,M
3009,1894539,4092018310,Mission Market Cafe,124 N SALEM ST,APEX,27502,(919) 629-4064,2020-01-28,19394,-78.85070582,35.73145842,M
3010,1894540,4092017039,BISTRO IN THE PARK,201 HARRISON OAKS BLVD,CARY,27513-5544,(919) 677-1840,2015-11-12,19396,-78.77138943,35.83301257,M
3011,1894541,4092017496,WAFFLE HOUSE #2220,3400 OLYMPIA DR ,RALEIGH,27603,(919) 480-5212,2016-12-29,19401,-78.65166168,35.73409368,M
3012,1894542,4092015284,FIREHOUSE SUBS #122,260 GRANDE HEIGHTS DR ,CARY,27513,(919) 468-1822,2008-11-06,19405,-78.7805746,35.804703,M
3013,1894543,4092015383,WHITE OAK STADIUM 14,1205 Timber DR E,GARNER,27529,(919) 779-7499,2009-04-17,19406,-78.57456476,35.68908515,M
3016,1894546,4092016037,Lepakshi,10970 CHAPEL HILL RD ,MORRISVILLE,27560,(919) 481-0910,2011-10-27,19428,-78.84057157,35.85637651,M
3017,1894547,4092018182,Dunkin Donuts/Baskin Robbins #331785,7137 KNIGHTDALE BLVD ,KNIGHTDALE,27545,(919) 217-9603,2019-09-24,19437,-78.48976003,35.79874455,M
3018,1894548,4092015115,Super Wok,1401-L SE Maynard RD ,CARY,27511,(919) 388-8338,2008-04-23,19416,-78.76381917,35.78923034,M
3020,1894550,4092017162,JIMMY JOHN'S #3436,2012 BOULDERSTONE WAY ,CARY,27519,(919) 461-0171,2016-02-23,19449,-78.84859346,35.79156535,M
3022,1894552,4092016616,TAJ MAHAL INDIAN CUISINE,6611 FALLS OF NEUSE RD ,RALEIGH,27615,(919) 848-2262,2014-02-05,19451,-78.62444941,35.87396756,M
3023,1894553,4092018221,Showmars,4203 CORNERS PKWY,RALEIGH,27617,(984) 888-0161,2019-11-07,19455,-78.78791806,35.91890974,M
3025,1894555,4092017126,SASSOOL,1347 KILDAIRE FARM RD ,CARY,27511,(919) 300-5586,2015-12-07,19457,-78.78193974,35.75976658,M
3026,1894556,4092016996,DICED GOURMET SALADS AND WRAPS,1377 KILDAIRE FARM RD ,CARY,27511,(919) 377-8572,2015-08-11,19470,-78.78193974,35.75976658,M
3027,1894557,4092016999,BAWARCHI,9601 CHAPEL HILL RD ,MORRISVILLE,27560,(919) 439-7070,2015-07-29,19471,-78.8106566,35.8060206,M
3028,1894558,4092018195,The Winchester Pub & Bottle Shop,6146 Falls of Neuse RD ,RALEIGH,27609,(919) 896-6955,2019-10-14,19468,-78.62052805,35.86636362,M
3029,1894559,4092015580,CHINA PEARL CHINESE RESTAURANT,2841 JONES FRANKLIN RD ,RALEIGH,27606,(919) 851-0358,2010-03-17,19474,-78.73773412,35.74361197,M
3030,1894560,4092016844,DUCK DONUTS,100 WRENN DR ,CARY,27511,(919) 468-8722,2014-12-17,19487,-78.78400849,35.76514973,M
3032,1894562,4092017143,JUBALA COFFEE,2100-100 HILLSBOROUGH ST ,RALEIGH,27607,(919) 792-1767,2016-01-28,19484,-78.6631086,35.78642353,M
3033,1894563,4092018540,Jordan Oaks,10820 Penny RD ,CARY,27518,(919) 387-8250,2021-02-22,19505,-78.79549961,35.71735337,M
3034,1894564,4092015148,Sake House Japanese Restaurant,1141 Falls River AVE ,RALEIGH,27614,(919) 676-5788,2008-06-18,19521,-78.58877443,35.90718863,M
3035,1894565,4092016479,THE OVAL,1910 ENTREPRENEUR DR ,RALEIGH,27606,(919) 513-7602,2013-08-02,19526,-78.67386461,35.77009309,M
3036,1894566,4092015033,Jersey Mikes Subs,1121-105 Falls River AVE ,RALEIGH,27614,(919) 848-4343,2007-12-12,19497,-78.58829014,35.90616936,M
3037,1894567,4092015191,TASTE OF CHINA,6209 ROCK QUARRY RD ,RALEIGH,27610,(919) 773-2285,2008-08-04,19528,-78.54796019,35.72312495,M
3038,1894568,4092018451,KOI RAMEN,919 N HARRISON AVE ,CARY,27513,(919) 377-8088,2020-09-25,19533,-78.78340203,35.80068085,M
3040,1894570,4092015308,HILTON GARDEN INN RESTAURANT,6412 CAPITAL  BLVD ,RALEIGH,27616,(919) 876-5650,2008-12-19,19551,-78.57788965,35.87240322,M
3042,1894572,4092017989,Vicious Fishes Brewery Tap & Kitchen,132 S Fuquay AVE ,FUQUAY-VARINA,27526,,2018-12-03,19554,-78.79867676,35.58323642,M
3045,1894575,4092018479,Tapline Growler,1110 KENTWORTH DR ,HOLLY SPRINGS,27540,(919) 762-7329,2020-11-05,19567,-78.8299761,35.6377161,M
3046,1894576,4092017095,ARBY'S RESTAURANT  #6036,151 WAKELON ST ,ZEBULON,27597,(919) 269-0995,2015-11-23,19570,-78.31572903,35.83347119,M
3049,1894579,4092017523,SHEETZ #620,7513 RAMBLE WAY ,RALEIGH,27616,(919) 239-4746,2017-02-09,19580,-78.53896226,35.87590197,M
3051,1894581,4092018208,Harris Teeter #21 Starbucks,500 OBERLIN RD ,RALEIGH,27605,(919) 828-9216,2019-10-29,19584,-78.66105804,35.79149603,M
3052,1894582,4092018398,Bul Box,1125 HATCHES POND LN,CARY,27519,(919) 650-2549,2020-07-06,19589,-78.84968108,35.82663773,M
3055,1894585,4092018343,Marco's Pizza,4203 FAYETTEVILLE RD,RALEIGH,27603,(919) 762-4444,2020-03-09,19597,-78.65202042,35.72206935,M
3056,1894586,4092014852,Umstead Hotel & Spa Pool Bar,100 Woodland Pond DR ,CARY,27513,(919) 447-4190,2007-04-26,19599,-78.76458306,35.82989526,M
3058,1894588,4092018711,Cleveland Draft House,1420 E BROAD ST,FUQUAY VARINA,27526,(919) 659-5500,2021-09-21,19604,-78.77497022,35.59376837,M
3060,1894590,4092016754,SUBWAY #1120,3639 NEW BERN AVE ,RALEIGH,27610-1232,(919) 250-9393,2014-09-05,19623,-78.57923704,35.79885313,M
3061,1894591,4092015320,LA COCINA #6,1221 TIMBER DR E ,GARNER,27529,(919) 772-6999,2009-01-09,19644,-78.57544772,35.68894454,M
3063,1894593,4092015319,Wang's Bistro,877-405 E GANNON AVE ,ZEBULON,27597,(919) 269-9788,2009-01-06,19631,-78.3335351,35.8212246,T
3064,1894594,4092018404,Brecotea Baking Studio,1144 KILDAIRE FARM RD,CARY,27511,(919) 234-1555,2020-07-15,19654,-78.78337604,35.76638716,M
3065,1894595,4092017156,SAINT JACQUES FRENCH CUISINE,6112 FALLS OF NEUSE RD ,RALEIGH,27609,(919) 862-2770,2016-02-22,19656,-78.6187408,35.86627943,M
3066,1894596,4092017501,Acacia Tree Asian Cuisine,101 KEYBRIDGE DR ,MORRISVILLE,27560,(919) 677-1190,2017-01-17,19657,-78.82273397,35.82037774,M
3067,1894597,4092018549,Italian Kitchen of Raleigh,3209 Hillsborough ST ,RALEIGH,27607,(919) 900-8317,2021-03-04,19662,-78.67978839,35.79046192,M
3068,1894598,4092017742,CREEDMOOR CAFE,8315 CREEDMOOR RD ,RALEIGH,27613,(919) 848-4804,2017-11-27,19664,-78.68223183,35.90105252,M
3069,1894599,4092018409,MOD Pizza - Waverly,316 Colonades Way,CARY,27518,(919) 241-7200,2020-07-27,19675,-78.77756307,35.73853619,M
3070,1894600,4092018619,Yemen Arab Restaurant,3933 WESTERN BLVD,RALEIGH,27606,(919) 703-0004,2021-05-04,19685,-78.69268901,35.78366523,M
3071,1894601,4092016513,SUBWAY #59146,8320 LITCHFORD RD ,RALEIGH,27615,(919) 977-0441,2013-09-30,19693,-78.59988229,35.89223772,M
3072,1894602,4092018552,It's a Wrap,10970 CHAPEL HILL RD ,MORRISVILLE,27560,(984) 295-9800,2021-03-08,19694,-78.84057157,35.85637651,M
3073,1894603,4092018551,Famous Toastery of Cary,316 COLONADES WAY ,CARY,27518,(919) 655-1971,2021-03-08,19696,-78.77756307,35.73853619,M
3074,1894604,4092017753,Cinebistro,525 NEW WAVERLY PL ,CARY,27518,(919) 987-3500,2017-12-11,19700,-78.77756307,35.73853619,M
3075,1894605,4092016657,CITY BARBECUE,1305 KILDAIRE FARM RD ,RALEIGH,27511,(919) 439-5191,2014-03-28,19659,-78.78333323,35.76164635,M
3076,1894606,4092016902,BRAVOS PIZZERIA,9 N MAIN ST ,WENDELL,27591,(919) 365-6065,2015-03-18,19712,-78.37020737,35.78129601,M
3078,1894608,4092016100,SLICE OF N. Y. PIZZA,1016  Shoppes at Midway ,KNIGHTDALE,27545,(919) 261-9478,2012-02-06,19699,-78.50550835,35.79794748,M
3079,1894609,4092018142,Falafel Co,1000 BROOKSIDE DR,RALEIGH,27604,(919) 977-9004,2019-07-26,19746,-78.62465098,35.79244363,M
3080,1894610,4092017204,THE HICKORY TAVERN #26,1156 PARKSIDE MAIN ST ,CARY,27519,(919) 466-7802,2016-04-12,19754,-78.88929435,35.84836238,M
3083,1894613,4092015733,CHECKER'S PIZZA & SUBS,2720-126 LAKE WHEELER ROAD,RALEIGH,27603,(919) 821-1111,2010-10-07,19708,-78.6802369,35.74322252,M
3084,1894614,4092018697,Kylin Asian Cuisine ,2143 Ten-Ten RD ,APEX,27539,(919) 367-8686,2021-08-20,19765,-78.81811355,35.72082607,M
3085,1894615,4092018339,Good Day Good Night,603 W MORGAN ST,RALEIGH,27603-1829,,2020-03-02,19790,-78.64794775,35.77972893,M
3086,1894616,4092018186,Carolina Fish Fry,1566 BENSON RD,GARNER,27529,(919) 322-2223,2019-09-26,19791,-78.60448652,35.68442705,M
3087,1894617,4092018223,Jumbo China,404-183 E SIX FORKS RD ,RALEIGH,27609,(919) 546-8858,2019-11-07,19731,-78.62593575,35.82034681,M
3088,1894618,4092014636,Subway #12598,5621 Louisburg RD ,RALEIGH,27616-5353,(919) 790-8550,2006-06-30,19801,-78.55796888,35.85459972,M
3089,1894619,4092016783,PHO 919 VIETNAMESE CUISINE,3504 DAVIS DRIVE,MORRISVILLE,27560,(919) 377-0318,2014-10-09,19808,-78.84576194,35.81812076,M
3090,1894620,4092016908,COURTHOUSE DELI,316 FAYETTEVILLE ST.,RALEIGH,27601,,2015-04-20,19819,-78.63982973,35.7762647,M
3091,1894621,4092015703,Buffalo Brothers,4025-100 Lake Boone  Trail,RALEIGH,27607,(919) 782-4949,2010-08-23,19738,-78.69718015,35.81549931,M
3092,1894622,4092015836,TIJUANA FLATS #155,151 SE CARY  PKY ,RALEIGH,27511,(919) 468-6328,2010-12-01,19779,-78.78164258,35.75804335,M
3094,1894624,4092015808,PIZZA SHACK,5621 LOUISBURG RD ,RALEIGH,27616-5353,(919) 872-5400,2010-11-19,19822,-78.55796888,35.85459972,M
3096,1894626,4092016767,LENOVO BUILDING 7 CAFE,7001 DEVELOPMENT DRIVE,MORRISVILLE,27560,(919) 237-8701,2014-09-26,19826,-78.87426823,35.86577034,M
3097,1894627,4092015626,MCDONALDS #13824,101 TIMBER DR ,GARNER,27529,(919) 662-9804,2010-04-27,19827,-78.60450265,35.68563177,M
3098,1894628,4092018722,JM Apex #3028,922 US 64 HWY W ,APEX,27502,(919) 467-3900,2021-10-13,19830,-78.82081015,35.74556916,M
3099,1894629,4092014996,Village Deli #1,500 Daniels ST ,RALEIGH,27605,(919) 828-1428,2007-10-25,19838,-78.66105804,35.79149603,M
3100,1894630,4092016559,KING CHINESE BUFFET,1029 E BROAD ST ,FUQUAY VARINA,27526,(919) 567-8989,2013-11-05,19845,-78.78267467,35.59365948,M
3101,1894631,4092018227,Strike & Barrel,413 Brooks ST ,WAKE FOREST,27587,(919) 488-4651,2019-11-13,19848,-78.50875816,35.97418866,M
3102,1894632,4092017853,ONCE IN A BLUE MOON BAKERY AND CAFE,115 W CHATHAM ST,CARY,27511-3318,(919) 319-6554,2018-05-30,19850,-78.78180095,35.78682557,M
3103,1894633,4092018073,Budacai,120 E Martin ST ,RALEIGH,27601,(919) 803-4005,2019-03-05,19857,-78.63713929,35.77657388,M
3104,1894634,4092012051,La Rancherita,102 N SALEM ST ,APEX,27502-1428,(919) 303-2448,1997-05-06,19883,-78.85126459,35.73076866,M
3105,1894635,4092018209,VICINO'S PIZZA,962A Airport BLVD ,MORRISVILLE,27560,,2019-10-30,19876,-78.8212912,35.85834226,M
3107,1894637,4092018592,Wendy's,6611 GLENWOOD AVE ,RALEIGH,27612,(919) 728-1065,2021-03-24,19903,-78.7086878,35.85971365,M
3109,1894639,4092017800,Everest Nepali Kitchen,212 Grande Heights DR ,CARY,27513,(919) 378-9390,2018-02-22,19917,-78.7805746,35.804703,M
3110,1894640,4092016014,CAPI'S,2700 REGENCY Pky ,CARY,27518,(919) 468-0084,2011-09-30,19918,-78.78906994,35.73392246,M
3114,1894644,4092015894,DAIRY QUEEN GRILL & CHILL,631 WALNUT  ST ,CARY,27511,(919) 465-2100,2011-03-09,19933,-78.76677132,35.77674815,M
3116,1894646,4092018418,Little Portugal,736 N MAIN ST ,FUQUAY VARINA,27526,(919) 586-7144,2020-08-12,19950,-78.78930667,35.59080046,M
3117,1894647,4092018643,Aristotle Spirits,105 RAND MILL RD,GARNER,27529,,2021-06-04,19957,-78.60512483,35.70594688,M
3118,1894648,4092016784,SCHIANO'S PIZZA PASTA WINGS,948 GATEWAY COMMONS CIRCLE,WAKE FOREST,27587,(919) 263-9177,2014-10-07,19974,-78.4951784,35.96732914,M
3120,1894650,4092017205,LOWES FOODS #185 DELI,1845 AVERSBORO RD ,GARNER,27529,(919) 779-9907,2015-06-05,19985,-78.61583871,35.68506655,M
3121,1894651,4092018449,Gulli Boys,1125 HATCHES POND LN,CARY,27519,(919) 334-1068,2020-09-23,20000,-78.84968108,35.82663773,M
3124,1894654,4092011967,Agriculture Bldg. Snack Bar,2 W EDENTON ST,RALEIGH,27601-1020,(919) 733-7203,1996-11-19,20014,-78.63947115,35.78162018,M
3125,1894655,4092018413,Which Wich North Hills,4120 MAIN AT NORTH HILLS  ST ,RALEIGH,27609,(919) 786-9111,2020-07-28,20020,-78.64323049,35.83718561,M
3126,1894656,4092016665,CHAR GRILL/SALSARITAS,1600 JOHN BRANTLEY BLVD ,MORRISVILLE,27560,(919) 840-7170,2014-04-11,20021,-78.78941437,35.8696795,M
3128,1894658,4092012937,Pf Changs Restaurant,4325 Glenwood AVE ,RALEIGH,27612,(919) 787-7754,1999-06-08,20036,-78.68184484,35.84183815,T
3129,1894659,4092012996,Glenaire Dining Services,4000 Glenaire Circle ,CARY,27511-3802,(919) 447-4482,1999-08-19,20040,-78.78515931,35.77628348,M
3130,1894660,4092017818,Firehouse Subs #1530,2222 Walnut ST ,CARY,27518,(919) 322-1986,2018-03-27,20044,-78.74288401,35.75542976,M
3132,1894662,4092016667,ACC AMERICAN CAFE/LA TAPENADE,1600 JOHN BRANTLEY  BLVD ,MORRISVILLE,27560,(919) 378-8454,2014-04-11,20049,-78.78941437,35.8696795,M
3133,1894663,4092017934,Hong Kong Chinese Restaurant,12287 Capital BLVD ,WAKE FOREST,27587-6200,(919) 556-9505,2018-09-26,20075,-78.54097555,35.98087356,M
3135,1894665,4092017094,J J CHINA,3607 DAVIS DR ,MORRISVILLE,27560,(919) 380-7168,2015-12-07,20078,-78.84976245,35.82130357,M
3136,1894666,4092014927,DQ Grill and Chill #41656,1008 Morrisville Carpenter RD ,MORRISVILLE,27560,(919) 467-6753,2007-08-10,20080,-78.84488682,35.81970809,M
3137,1894667,4092015051,Taza Grill #2,10940 Raven Ridge  RD ,RALEIGH,27614,(919) 845-7772,2008-01-25,20083,-78.59009973,35.90790792,M
3140,1894670,4092017740,Chilango Restaurant ,2253 New Hope Church RD ,RALEIGH,27604,(919) 307-3672,2017-11-01,20094,-78.60062749,35.83624718,M
3141,1894671,4092016468,FIREBIRDS,3200 VILLAGE MARKET PL ,MORRISVILLE,27560,(919) 653-0111,2013-07-26,20110,-78.81800343,35.80772157,M
3142,1894672,4092014686,Longhorn Steakhouse #277,1411 Beaver Creek Commons DR ,APEX,27502,(919) 303-4889,2006-09-22,20111,-78.88323254,35.74554013,M
3143,1894673,4092018582,Wendy's,1900 LAKE PINE DR ,APEX,27602,(919) 387-8640,2021-03-24,20113,-78.82229737,35.74322253,M
3146,1894676,4092018447,CATALAN TAPAS BAR,4214 NW CARY PKY ,CARY,27513,(984) 465-0607,2020-09-22,20180,-78.82705749,35.79085045,M
3147,1894677,4092018538,Domino's 9020,2114 S MAIN ST,WAKE FOREST,27587,(919) 562-0330,2021-02-18,20185,-78.5350345,35.95207529,M
3148,1894678,4092016051,SUGAR BUZZ BAKERY & CAFE,1231 KILDAIRE FARM RD ,RALEIGH,27511,(919) 238-7224,2011-11-28,20154,-78.78338623,35.76303931,M
3149,1894679,4092018359,TROPICAL SMOOTHIE CAFE,2028 KILDAIRE FARM RD ,CARY,27518,(919) 977-9506,2020-04-30,20190,-78.78068669,35.73567522,M
3151,1894681,4092017543,Kardia,4420 Lake Boone TRL ,RALEIGH,27607,,2017-02-22,20222,-78.70242018,35.81817246,M
3153,1894683,4092018183,L.A. Horchateria Coffee Shop,2261 NEW HOPE CHURCH RD,RALEIGH,27604,(919) 809-8201,2019-09-24,20232,-78.60062749,35.83624718,M
3154,1894684,4092018246,PIZZA HUT #9215,301-105 N SALEM ST ,APEX,27502,(919) 267-4517,2019-12-03,20170,-78.85306067,35.7286054,T
3155,1894685,4092017465,THE EMPANADA FACTORY,2010 S MAIN ST ,WAKE FOREST,27587,(984) 235-4239,2016-11-29,20238,-78.53283484,35.94957648,M
3158,1894688,4092016366,SAINTS AND SCHOLARS IRISH PUB,909 SPRING FOREST RD ,RALEIGH,27609,(919) 878-8828,2013-01-30,20253,-78.62312587,35.86765935,M
3161,1894691,4092017524,RUDINO'S PIZZA & GRINDERS HERITAGE,1000 FORESTVILLE RD.,WAKE FOREST,27587,(919) 569-6004,2017-02-16,20262,-78.5075981,35.94611021,M
3163,1894693,4092017546,ABBEY ROAD TAVERN & GRILL APEX,1700 CENTER ST ,APEX,27502,(919) 372-5383,2017-03-08,20274,-78.82753664,35.72521642,M
3164,1894694,4092018585,Wendy's,4023 Davis DR ,MORRISVILLE,27560,(919) 460-3966,2021-03-24,20277,-78.85701601,35.83815015,M
3165,1894695,4092016998,KABABISH CAFE,201 W CHATHAM ST ,CARY,27519,(919) 377-8794,2015-08-05,20290,-78.78390015,35.78664712,M
3166,1894696,4092017672,STONERIDGE,105 CONVENTION DR ,CARY,27511,(919) 460-0560,2017-08-29,20296,-78.75899817,35.77593029,M
3167,1894697,4092018689,City Barbeque #10056,4122 LAKE BOONE TRL ,RALEIGH,27607,(919) 739-2506,2021-08-05,20297,-78.69966836,35.81593433,M
3168,1894698,4092017545,BREWERY BHAVANA,218 S BLOUNT ST ,RALEIGH,27601,(919) 829-9998,2017-03-06,20303,-78.63692426,35.77740827,M
3169,1894699,4092014563,Red Robin #567,2260 Walnut ST,CARY,27511,(919) 854-5415,2006-04-24,20304,-78.74211776,35.75448808,M
3170,1894700,4092018521,Sam Jones BBQ,502 W LENOIR ST,RALEIGH,27601,,2021-01-21,20317,-78.64668906,35.77340158,M
3174,1894704,4092013024,Sushi Blues Cafe,301 GLENWOOD AVE ,RALEIGH,27603-1452,(919) 664-8061,1999-11-02,20349,-78.64802957,35.784569,M
3175,1894705,4092013116,Overlook Cafe,"701 SAS Campus Dr, Bldg T",CARY,27513,(919) 531-4827,2000-03-07,20356,-78.75221645,35.82331228,M
3177,1894707,4092015356,CHUBBY'S TACOS,2444 WYCLIFF  RD ,RALEIGH,27607,(919) 781-4480,2009-03-13,20368,-78.692995,35.81676997,M
3178,1894708,4092016940,GOOEY'S AMERICAN GRILLE,950 GATEWAY COMMONS CIR ,WAKE FOREST,27587,(919) 761-5191,2015-05-27,20369,-78.4951784,35.96732914,M
3179,1894709,4092017088,BAHAMA BREEZE RESTAURANT,3309 WAKE FOREST RD ,RALEIGH,27609,(919) 872-6330,2015-11-18,20374,-78.62048896,35.82854985,M
3181,1894711,4092015605,WAFFLE HOUSE #1279,7605 KNIGHTDALE BLVD ,KNIGHTDALE,27545,(919) 217-4112,2010-04-23,20397,-78.47367546,35.80004488,M
3182,1894712,4092016679,BITTERSWEET,16 E MARTIN ST ,RALEIGH,27601,(919) 977-3829,2014-04-23,20405,-78.63876916,35.77658573,M
3183,1894713,4092017046,DOS TAQUITOS,6101 GLENWOOD AVE ,RALEIGH,27612,(919) 787-3373,2015-09-30,20406,-78.70209872,35.85487832,M
3184,1894714,4092017048,FOOD LION #2196 DELI,3609 DAVIS DR ,MORRISVILLE,27560,(919) 469-4195,2015-10-07,20407,-78.84918533,35.82217686,M
3185,1894715,4092014956,Hardee's #1206,5601 Creedmoor RD ,RALEIGH,27612,(919) 781-4332,2007-09-14,20409,-78.68107712,35.8581419,M
3186,1894716,4092010795,Watkins Grill,1625 Wake Forest Rd,RALEIGH,27604-1332,(919) 834-0467,1991-05-01,20436,-78.62518779,35.80177768,M
3192,1894722,4092016345,VIVO RISTORANTE,7400 SIX FORKS  RD ,RALEIGH,27615,(919) 845-6700,2013-01-24,20492,-78.64526778,35.88157372,M
3193,1894723,4092018320,Mecca Market,3913 Western BLVD ,RALEIGH,27606,(919) 613-1286,2020-02-07,20493,-78.69106881,35.78402232,M
3194,1894724,4092018329,Golden Corral - Capital Blvd #942,3424 CAPITAL BLVD ,RALEIGH,27604,(919) 872-0500,2020-03-02,20497,-78.58441249,35.82680494,M
3196,1894726,4092018076,Jersey Mike's #3005,957 High House RD ,CARY,27513,(919) 461-0660,2019-03-20,20501,-78.82820605,35.78725248,M
3197,1894727,4092018132,Burger Fi,2001 WALNUT ST,CARY,27518-9205,(919) 900-8959,2019-07-08,20504,-78.74142861,35.75880896,M
3198,1894728,4092018210,Lunchbox Deli,"2816 Trawick Rd, Ste 105",RALEIGH,27604,(919) 872-7882,2019-10-30,20516,-78.59041221,35.81946486,M
3200,1894730,4092010237,El Dorado Mexican Restaurant,2811 Brentwood Rd,RALEIGH,27604-3225,(919) 821-3735,1991-05-02,20520,-78.59615202,35.81727946,M
3201,1894731,4092010775,Upper Deck,329 N HARRISON AVE,CARY,27513-4560,(919) 460-1786,1991-05-06,20524,-78.78374109,35.78994545,M
3202,1894732,4092010663,Siemens Cafeteria,7000 SIEMENS RD ,WENDELL,27591-8309,(919) 365-2491,1991-05-02,20530,-78.39510606,35.81453882,M
3203,1894733,4092014075,Buffalo Brothers,3111 Capital Blv,RALEIGH,27604,(919) 878-4800,2004-06-18,20553,-78.59044451,35.82314532,M
3204,1894734,4092014128,Target #1892 Cafe & Starbucks,4191 The Circle at North Hills ST ,RALEIGH,27609,(919) 781-9848,2004-09-01,20559,-78.64231303,35.83635088,M
3206,1894736,4092014137,Julians Intl. Restaurant and Deli,2215 New Hope Church RD ,RALEIGH,27601,(919) 850-2400,2004-09-22,20561,-78.60062749,35.83624718,M
3209,1894739,4092018106,Boulevard Pizza,2925 Wendell BLVD ,WENDELL,27591,(919) 365-0040,2019-06-03,20606,-78.37769913,35.79213283,M
3211,1894741,4092018397,Smithfield's Chicken 'N' Bar-B-Q,121 WAKELON ST,ZEBULON,27597,(919) 269-7900,2020-07-08,20640,-78.31878142,35.83344055,M
3212,1894742,4092018138,Crema at City Plaza,421 Fayettville ST ,RALEIGH,27601,(919) 834-7279,2019-07-18,20641,-78.63936414,35.77440995,T
3214,1894744,4092018631,McDonald's #3923,830 E Williams ST ,Apex,27502,(919) 606-4201,2021-05-26,20666,-78.84504635,35.72190705,M
